code,concept,definition,anchor,example,confusables,alternates,domain_name,category_name,mnemonic,learned
059,Graphemes vs code points,"len counts code points, not what users see: emoji and accent sequences span several code points, so slicing can cut a 'letter' in half.","A family-emoji photo on the beach: it looks like one figure, but scissors (slicing) reveal several people zipped together with invisible joiner threads - cut anywhere and you orphan a child glyph.","len(""\U0001F468\u200D\U0001F469\u200D\U0001F467"") -> 5 / # one on-screen family emoji",Code point count - a grapheme cluster is what a user calls one character; it may span many code points.,A quilt square sewn from many hidden patches,Programming fundamentals,Strings & text encoding,"0 is the empty origin: null, zero, the blank slate every program starts from",0
060,Two's complement integers,"Fixed-width ints store binary two's complement: n bits span -2^(n-1) to 2^(n-1)-1, and negation is flip-all-bits-plus-one.","An abacus with exactly 32 rods, the leftmost rod painted blood-red: it counts debt (the sign) instead of beads, which is why the machine reaches one deeper below zero than above.",8-bit range: -128..127; -1 is stored as 0b11111111,"Unsigned int - unsigned reuses the sign bit for magnitude, doubling the max but banning negatives.",A thermometer whose top stripe flips the scale negative,Programming fundamentals,Numbers & arithmetic pitfalls,"0 is the empty origin: null, zero, the blank slate every program starts from",0
061,Integer overflow,When a result exceeds a fixed-width int's range it silently wraps in C/Java (INT_MAX + 1 -> INT_MIN); Python ints just grow.,"A getaway car's odometer maxed at 99999 rolls silently over to 00000 mid-chase - and the signed model rolls to minus-100000, the speedometer suddenly reading backwards.",Java: Integer.MAX_VALUE + 1 -> -2147483648 / Python: ints never overflow,Float overflow - floats overflow loudly to inf; fixed ints wrap around silently.,Pac-Man exiting the right edge and reappearing on the left,Programming fundamentals,Numbers & arithmetic pitfalls,"0 is the empty origin: null, zero, the blank slate every program starts from",0
062,IEEE 754 format,"IEEE 754 doubles pack 1 sign bit, 11 exponent bits, 52 mantissa bits; special patterns encode +-inf, NaN, and signed zero.","A scientific stagecoach with three compartments: a flag seat (sign), a magnitude engine (exponent) sliding the coach across scales, and 52 luggage slots (mantissa) - bring more digits and the porter rounds your luggage away.","import struct / struct.pack("">d"", 1.5).hex() -> '3ff8000000000000'",Decimal floating point - binary IEEE 754 cannot store 0.1 exactly; decimal formats and Decimal can.,A slide rule with a sign flag and 52 tick marks,Programming fundamentals,Numbers & arithmetic pitfalls,"0 is the empty origin: null, zero, the blank slate every program starts from",0
063,0.1 + 0.2 problem,"0.1 + 0.2 == 0.30000000000000004 because 0.1 and 0.2 have no finite binary expansion - like 1/3 in decimal, rounded at parse time.","Two measuring cups labeled 0.1 and 0.2, each secretly overfilled by a molecule at the factory (binary rounding): pour them together and the beaker needle trembles at 0.30000000000000004.",0.1 + 0.2 -> 0.30000000000000004 / 0.1 + 0.2 == 0.3 -> False,Precision loss during math - the addition is fine; the inputs themselves were never exactly 0.1 and 0.2.,Copying one-third onto paper that only holds ten digits,Programming fundamentals,Numbers & arithmetic pitfalls,"0 is the empty origin: null, zero, the blank slate every program starts from",0
064,Epsilon comparison,"Never == floats: compare within tolerance, abs(a-b) <= max(rel*max(|a|,|b|), abs_tol), as math.isclose does.",A carpenter checks two beams with a feeler gauge instead of demanding atom-perfect flushness: gap thinner than the epsilon leaf means 'equal' - and he picks a thicker leaf for longer beams (relative tolerance).,"math.isclose(0.1 + 0.2, 0.3) -> True",Fixed absolute epsilon - one absolute epsilon fails at huge or tiny magnitudes; combine with relative tolerance.,Horseshoes scoring: close enough counts,Programming fundamentals,Numbers & arithmetic pitfalls,"0 is the empty origin: null, zero, the blank slate every program starts from",0
065,Integer vs float division,Python / is always float and // floors; C's int / truncates toward zero - forgetting which yields surprise 0s or 3-instead-of-3.5.,"A pizza cutter with two blades: the smooth wheel (/) slices fair fractional slivers; the guillotine blade (//) chops whole slices and sweeps the crumbs off the table, flooring toward minus infinity.",7 / 2 -> 3.5; 7 // 2 -> 3; -7 // 2 -> -4 / C: 7 / 2 -> 3,Truncation vs floor - C truncates toward zero (-7/2 == -3); Python floors (-7//2 == -4).,A cash register that refuses to make change,Programming fundamentals,Numbers & arithmetic pitfalls,"0 is the empty origin: null, zero, the blank slate every program starts from",0
066,Modulo with negatives,"Languages disagree on -7 % 3: Python gives 2 (sign of divisor, floored division); C/Java/JS give -1 (sign of dividend, truncated).","Two carousel operators counting your backward laps: the Python operator always reports which painted horse (0, 1, 2) you stopped on - never negative; the C operator reports your overshoot, minus sign and all.",Python: -7 % 3 -> 2 / C/Java/JS: -7 % 3 -> -1,Remainder vs modulo - truncated division yields a remainder with the dividend's sign; floored yields the divisor's sign.,A clock that never shows negative hours vs one that does,Programming fundamentals,Numbers & arithmetic pitfalls,"0 is the empty origin: null, zero, the blank slate every program starts from",0
067,NaN,"NaN ('not a number') results from invalid float ops (0/0, inf - inf), poisons all arithmetic, and is unequal to everything - even itself.",A masked ghost in a hall of mirrors that casts no reflection: hold NaN up to any mirror - even its own - and equality shows nothing (NaN != NaN); shake its hand and you turn ghost too (propagation).,"float(""nan"") != float(""nan"") -> True / math.isnan(x) # the only honest test",None/null - None means 'no value' and equals itself; NaN is a real float value that never equals anything.,A counterfeit bill that fails every checker including its twin,Programming fundamentals,Numbers & arithmetic pitfalls,"0 is the empty origin: null, zero, the blank slate every program starts from",0
068,Decimal & exact types,Decimal/BigDecimal store base-10 digits exactly with explicit rounding rules - mandatory for money; Fraction keeps exact ratios.,"A bank teller's brass balance that weighs coins in powers of ten: every cent has its own labeled drawer, and the teller must sign a rounding policy before any drawer may be split.","from decimal import Decimal / Decimal(""0.1"") * 3 -> Decimal(""0.3"")","Decimal(0.1) - constructing from the float smuggles in the binary error; always build from a string, Decimal(""0.1"").",An apothecary measuring in exact base-ten vials,Programming fundamentals,Numbers & arithmetic pitfalls,"0 is the empty origin: null, zero, the blank slate every program starts from",0
